4135,3374,2640,2097,3164,2124,3046,2026,3522,3788,3236,2374,1479,4007,2611,562,2271,3957,3111,3256,2318,2686,835,1629,118,4211,1376,647,1687,1615,3934,1731,1980,1886,514,422,454,1097,1313,3493,1990,2457,3833,355,1187,1705,2460,3987,167,1366,388,1695,2421,2396,201,385,3319,2873,2476,2544,492,3781,4046,1664,3537,1887,239,1213,2934,1983,3799,1558,282,4295,3520,2683,1775,1000,89,1426,2914,2072,2645,2500,412,782,2978,1772,3299,2929,76,875,1284,2803,4184,3390,2241,3507,4329,3114,4327,901,1684,603,2750,149,4094,2520,2908,2927,2211,3450,1328,3968,1594,3818,1193,2602,4430,111,1949,58,3067,3943,1464,1931,3252,2273,2652,2245,3491,3559,3174,3359,2824,4389,2953,774,2166,4382,3836,3134,4470,1408,3154,934,408,2595,1024,2013,3510,3639,146,1291,2748,242,4096,1953,4037,2649,2394,41,768,4095,3838,484,4360,3342,3826,904,1808,2311,2317,2865,1893,4001,1500,615,1354,970,572,261,2720,2493,2941,4033,1694,1839,2133,67,2181,3412,3926,289,1352,2046,3475,4399,23,3881,2883,708,806,292,1098,2215,1613,1679,789,357,193,2495,3428,21,1128,1820,139,3888,2005,1414,2260,3544,3860,1410,4423,2208,1784,3417,1288,1221,2276,3764,3144,4415,3385,3431,1080,1974,3536,2972,2884,553,249,3253,4124,2025,4388,3554,1670,487,2958,718,4228,1219,4289,1402,4017,2462,4076,1673,1367,874,1920,3123,565,3393,580,1107,2163,974,4505,1706,3368,2666,656,3770,2397,1578,740,732,1279,3187,1166,3406,4161,1703,3962,2350,2767,791,3882,2509,554,1369,3210,3205,537,1612,3383,3358,2532,333,1961,3468,588,1351,3140,1756,26,3599,1191,3190,3633,1746,2018,3222,2391,3439,1277,742,2446,2288,1206,2148,260,3259,3245,2739,1810,1567,4158,3503,2222,2053,2548,4393,2408,2659,1004,137,2483,1736,853,4079,1241,1712,3092,2195,410,2628,3513,290,2474,3421,679,847,1829,2424,2677,2579,1840,1179,1276,2409,687,4115,420,323,3239,3897,601,3136,38,711,703,2712,3822,3859,2552,467,878,4132,3118,1185,1229,3755,2956,902,3984,2823,2831,3483,3686,939,2451,3018,4467,4249,4226,2766,212,1050,1925,3496,3703,908,1286,3434,3589,1009,3464,2203,3288,3791,1681,2113,2625,20,1458,3533,2524,576,1860,3318,1637,2826,8,1511,3449,1768,2187,3082,1596,2646,2312,3414,1502,895,726,150,3077,4444,3906,3121,1039,4341,4481,3117,1616,1529,3827,1173
4031,215,3720,278,3746,2316,2406,3266,132,2892,3088,3901,3761,650,1540,3516,470,4410,2715,3723,3198,3843,3065,1900,2099,4027,2481,2617,3931,1031,1565,2076,3203,3913,153,4098,310,231,3179,191,3191,4229,1933,1280,145,2467,4501,390,2741,1649,3029,3640,775,4077,4278,1554,536,2584,2183,2875,4488,3443,2332,2840,3265,983,912,3425,614,281,4028,3708,1547,2839,1481,2515,2175,1123,1485,2160,3459,1033,2263,3730,3340,881,3309,1560,3170,3371,4504,1702,1994,45,1071,938,1091,3177,1709,3849,13,488,3751,2710,2940,48,1379,2691,2575,2975,1227,868,2784,1626,3716,3171,2742,199,2581,716,3066,1779,109,391,2644,2860,1392,3710,122,515,3243,4297,1239,1964,2132,2612,1898,4284,426,3324,3161,3013,4456,2231,1063,769,3341,4477,3702,3,4390,1385,558,3180,831,2186,3631,4326,1268,3016,2342,2821,56,3457,1545,1197,359,2758,119,1872,3447,339,2968,3896,2094,675,2420,3102,2301,500,1691,4311,4254,801,865,1477,1800,2898,2011,1387,360,2364,3762,844,725,2724,3305,3747,1549,3313,4287,3277,301,3891,208,3484,4375,4110,2040,2976,3125,4165,877,3735,1985,3985,4009,3636,2647,1070,3669,1305,72,4217,1971,3680,1020,1863,4447,330,3842,2445,2210,2949,121,1483,3017,3108,4517,686,758,2161,1883,2365,1598,4412,2047,1482,3110,759,223,4069,3661,3564,1254,1396,2878,3422,4442,1253,4365,3334,691,648,324,2264,3935,2641,4292,2690,598,2505,2413,4387,229,1423,809,3830,6,626,3745,1120,1875,1332,354,636,209,1319,3063,4372,897,3715,3555,3562,2226,251,2151,2236,2814,3541,996,3949,4002,2887,1077,2516,690,3719,1395,931,1718,1937,1180,1743,1732,4376,3279,2191,434,3040,1419,3301,2434,1805,2541,2504,929,2155,1735,3380,51,1356,869,2556,1607,773,1524,241,2315,2353,1176,2079,4060,3654,506,1161,1582,3499,3571,3240,1130,1201,2002,74,417,2174,4514,3327,2225,4248,762,1544,2743,1630,1040,658,2805,46,661,2065,3736,3850,2138,2428,68,2695,2593,386,1296,3729,4118,4176,2179,195,1287,3009,4494,4475,214,2999,3128,3909,3138,2238,3577,207,1635,2702,159,3202,3839,4066,2464,662,1770,969,2262,353,1463,788,2314,3336,3775,1183,778,3228,4506,3734,3143,956,3624,786,1281,2410,3883,3771,2103,511,221,1394,1534,669,3332,3867,2255,36,3932,1655,2864,2928,3316,3192,4268,2614,441,2454,2879,1966,3330,2037,2393,3950
1244,1740,991,1833,4290,3521,2361,262,681,3893,2876,2204,2499,3167,584,1555,1501,3936,3396,3032,3084,1801,4448,4472,2114,4468,2521,3977,1834,4344,3141,428,719,824,4301,2694,3542,1548,2668,415,654,2596,1963,4082,1360,1417,3695,3993,1892,2130,4112,3504,2745,4453,3219,2984,1174,1203,2704,2489,3303,93,1636,2188,416,578,2642,988,1154,3478,1310,3948,2526,2921,573,305,2868,3234,1610,4280,1145,1944,4275,1491,2778,1674,4499,4231,3656,2572,3511,1434,3061,3139,4384,2497,393,883,2676,1267,2109,2442,3354,1427,512,3701,3137,547,1984,3709,551,2435,401,5,4240,431,4285,3718,4117,2598,457,2447,303,813,4434,857,3293,256,2368,3821,714,1561,4317,2196,1638,1764,1570,753,2744,1871,1355,796,2528,2594,226,914,1289,907,540,4455,456,1559,187,1480,817,2604,4148,40,2559,2828,2994,2789,3854,1461,1823,1846,2431,3207,720,825,2629,3550,3416,3753,2923,4023,3845,4250,2685,308,3495,1474,1978,581,237,926,392,3372,32,1924,4068,4427,4121,2915,3426,3260,1686,792,2727,2981,546,2889,2192,628,850,1550,3670,559,570,4323,2031,4182,489,22,3079,888,1357,2754,2176,4321,2366,2623,3356,943,3796,1918,2996,3518,2343,4242,752,1072,3581,1685,1758,4377,2819,3155,3519,3590,1643,3929,1914,1361,2600,346,4271,1952,4293,1794,4213,83,1708,34,1867,1662,2811,3352,4383,2787,2655,1490,3780,1450,2259,2543,3097,1371,2223,972,2019,485,2662,2003,3865,1293,2717,1573,860,25,1094,2303,4205,1587,125,1109,1902,3543,3036,4044,1906,3049,2021,3539,3609,3078,3188,238,427,2721,1880,4032,2066,3615,3877,3294,2786,532,3395,3868,592,291,4502,743,446,2372,2529,2300,1546,2605,851,4026,1927,1934,2997,3295,1935,1825,1008,2597,1527,2436,519,502,3480,2054,2874,2792,3173,2607,1965,3254,2100,2045,2569,1381,3641,1454,2387,285,1838,3800,741,3824,84,495,4245,3946,3553,4368,4276,670,1118,1399,3535,3992,2379,1715,505,2248,3691,3091,2834,4374,4163,992,66,2855,3672,3870,1923,882,2896,2279,3107,1099,3284,2098,4476,3997,35,2664,375,3344,1242,3722,2799,2503,2221,1192,3894,3255,3727,2173,3653,4460,168,4346,3213,982,2699,1393,1448,4241,3551,4057,4215,2560,1155,2522,3005,2506,1418,924,1497,3889,3030,2035,3568,3386,1447,1115,4373,600,1065,2466,483,3974,4417,274,710,4343,2157,1520,3398,642,4237,1828,279,2946,2701,325
701,2589,3370,317,3162,2360,264,807,3921,3794,314,937,3586,1429,4109,320,4283,1973,3276,955,1032,2671,3805,240,2190,560,3230,448,1138,1845,4113,1092,4496,3904,4174,2838,571,2212,3916,3306,4265,347,1631,2937,2862,1608,1776,2373,4478,2790,4438,4138,2808,575,3765,3411,1769,2850,3064,3211,2039,4078,2585,1671,451,1796,587,2807,1443,4366,724,3995,4043,3792,1869,309,2308,52,4405,3098,3863,4130,2135,2158,3725,2363,1342,1489,1001,152,1650,3235,114,3056,2587,2706,1263,1669,3685,2822,1247,3878,3846,1347,77,2349,1300,2557,4296,43,1086,1523,1172,2088,1698,2277,1493,2407,2709,3074,1358,2307,829,1106,60,358,848,2229,4299,3612,498,2125,3026,170,612,3068,2785,2713,1349,1899,3989,3787,338,4394,1853,793,3196,1016,2496,316,1436,1597,3817,1302,3774,4223,1995,2669,1653,3778,3433,1085,3647,2108,2747,4054,1370,4045,4011,4338,11,1848,413,3376,3763,3616,2240,4200,3738,1341,4141,3866,2546,2800,328,1194,1226,2452,235,4426,1198,2180,2171,3841,2302,1249,2348,4454,376,2626,425,2425,2993,1727,4288,3224,1622,3402,3001,1683,1321,3081,3955,2378,3907,625,3307,3377,1333,4330,4157,2492,1958,3023,2637,4508,1859,2437,2439,593,4396,3090,3225,4420,3923,2004,2795,337,643,1235,1576,3122,2014,1700,1236,3241,1380,297,702,781,4318,2012,811,2781,3621,307,3972,476,1056,421,4314,1042,607,2616,4191,3166,3782,4490,3855,4088,288,1257,2443,2580,539,3195,1245,2139,3717,3506,98,2458,435,47,1509,2085,2969,854,1926,3150,1599,1060,3910,3726,3790,2660,2893,2095,3954,3692,2837,2510,2769,340,3880,2291,136,1814,2793,2696,2020,3573,2550,3501,3379,3604,1096,2854,3999,2386,283,1057,746,917,766,296,884,1068,4429,962,4087,2412,673,3576,3986,2403,2586,1619,1657,958,3754,790,2578,3552,3209,4178,158,255,4400,2909,2966,3595,804,1146,4492,3649,2939,3481,3786,3525,4491,1765,3983,7,2964,4272,3183,2352,3528,1909,1625,2326,1462,4071,3160,1124,3638,3958,1348,1826,3286,197,4201,1018,3637,1196,2329,3152,2209,1982,2048,1777,3617,4361,568,2459,3361,286,894,294,3802,2738,3263,381,196,140,3367,810,2154,4136,1292,2798,2395,3557,91,1720,2414,252,4463,3930,4197,1602,1046,1216,1701,3437,123,4328,3540,2538,397,2900,1421,3073,1339,275,3769,823,3623,2963,4185,1048,1811,2930,777,3135,1238,1575,2971,2118,2159,2063
2001,362,227,676,1093,3474,1067,4152,2126,2084,3182,4063,1699,2050,3326,1411,42,3825,761,1278,3419,1215,126,2932,4189,2415,4222,2933,1259,4459,96,2286,1224,1642,3085,707,1335,4332,738,1804,3752,3607,3978,3622,2832,2102,1090,1428,1066,1761,3470,2008,744,697,2485,1719,2667,3331,3021,685,2843,3103,2987,374,1205,4312,4190,1441,1478,3350,463,1006,2282,1905,1453,2947,2268,1470,2344,1323,522,1792,2429,1149,1386,3387,4151,4371,3706,4055,371,4015,1055,836,1910,1975,4198,116,3296,243,1054,236,1589,1422,3952,4503,1114,1762,1651,2841,915,1621,3990,1749,3996,2707,329,1754,1002,2619,2886,1383,2080,4457,1882,2060,909,1510,755,3011,728,1654,2042,73,2870,395,2663,3185,3912,113,3289,3485,3115,4064,4144,3461,3274,747,721,4188,4234,1556,3055,1663,2441,2501,1158,1516,3413,1583,3347,1415,1252,2177,4395,265,1064,3394,913,3158,2693,2692,452,407,2032,213,4471,2711,3014,92,999,3272,2000,683,4051,533,2777,1991,143,3925,2606,3509,258,3132,567,2708,117,1755,2866,2760,3740,2791,1416,2533,4111,2924,521,944,2287,3960,3875,644,3291,906,688,1075,475,1908,1729,2027,748,219,2632,2404,3635,4125,4067,3365,2449,4049,409,1752,165,770,3831,1233,4080,4030,876,4440,1696,10,151,3051,2105,259,81,3072,4335,1487,3153,3031,4462,1977,3678,188,228,3407,709,2086,3172,2330,1741,2346,518,842,3591,544,4421,629,382,2768,896,549,4350,468,2959,818,1494,666,2029,4397,3312,3003,2985,2906,3059,4127,2514,372,1034,1843,3089,1711,1378,211,998,968,3315,4199,3594,4484,3587,4498,947,3942,3707,3975,4483,1346,1941,2411,3408,3856,2902,474,2537,4407,2751,4123,1530,2152,3933,3871,2995,2797,1391,3086,3280,3317,507,1116,4379,4485,2339,2380,4187,1362,480,1724,784,1444,3732,2631,2253,142,1557,1512,1803,1639,3545,186,107,712,2453,138,4358,4482,3283,1409,3054,2336,1007,2381,886,2331,684,3404,1026,3749,3563,4443,1528,2338,828,94,1632,1666,4052,3275,800,4119,4040,3369,2907,1104,172,2324,2430,1536,3651,3163,27,2648,3270,975,3462,4413,2636,4270,3608,1303,2127,2539,3748,1518,1207,1866,3391,4173,698,674,2202,1218,2478,3548,1163,377,3472,2962,1220,1496,4129,1844,4247,1373,4025,1488,2468,2697,4166,4324,3366,3574,1967,3627,2461,496,1195,1645,1014,890,1797,3490,1274,776,1338,2525,3704,3768,3629,1294
2820,1126,4352,364,171,2477,2732,2162,4263,2469,4047,3264,3783,54,4171,798,599,379,2888,1017,2806,161,1175,2122,2056,672,1562,3618,129,271,2942,2362,3613,108,2913,71,3816,436,4058,3592,3206,3566,3487,1304,3785,799,272,4214,3556,2919,692,69,3988,1841,4281,4331,1390,3037,2856,2064,2513,1405,2570,1904,131,3963,3381,1136,928,2252,3688,4193,254,1231,2657,3248,989,2527,3292,1771,4145,1451,12,2776,1222,1564,616,2117,2370,4408,3199,3409,1822,1299,1251,2119,2101,3323,3676,1592,4381,4024,1121,2043,3035,1862,4418,2753,2278,3360,1025,3456,2033,4062,4159,319,963,3572,3262,2297,4298,1460,3697,3773,4246,336,1835,174,4041,900,1237,192,4036,4306,2688,2830,2254,696,3505,4131,840,2418,2310,2376,332,2603,899,3578,1590,1891,966,3147,3458,795,961,3012,1350,3351,2006,1003,1052,1437,1778,942,2844,1389,861,2243,3879,885,4359,3917,1981,2234,2903,1854,590,2620,3538,2848,1262,2438,1142,2422,1824,1282,3116,594,4167,1830,4261,1725,1368,2813,3804,3546,3378,3287,2608,637,4106,1916,1127,646,4257,418,2220,2112,1992,922,4010,3938,730,2734,918,182,3959,2818,472,2718,344,403,2237,1312,1791,4315,383,4320,16,694,1780,2571,1979,4279,1212,663,2165,1970,2599,1864,1327,3498,4294,293,3575,1849,597,1668,2558,2470,2251,3070,326,4105,3451,342,3982,2730,1976,4221,4207,2670,3777,2992,1442,1151,1787,115,1710,350,30,2998,3399,3193,1153,1156,1200,2882,4273,3920,4364,4436,2654,3071,4487,574,1812,1733,1745,2107,2028,872,3534,120,816,1870,1309,4446,4074,3981,2634,1265,4097,1043,4303,3002,984,276,4354,2193,632,1633,1831,1584,1569,794,2199,3601,950,263,1152,2351,1868,4277,1078,3452,1459,2755,1377,438,2965,3588,4020,2219,53,2801,1140,624,430,3756,306,959,534,2675,1601,815,1005,2772,2990,2141,179,4308,1162,266,3820,2905,1786,2290,230,3455,3808,3261,4480,3823,2530,843,3460,2038,3908,103,1922,2674,715,4139,1089,3766,18,1430,4122,739,248,1665,3980,2582,797,110,3643,3683,2081,335,978,2274,4137,2299,1857,134,4401,268,855,780,1836,2935,550,2144,3044,3057,622,1894,2137,3502,734,1023,729,2150,244,2170,315,3885,163,3424,2385,613,3663,3721,3181,1412,2069,2563,3467,2484,2700,1134,893,3928,203,3634,1950,2359,1190,2665,471,4056,3100,3373,1301,2833,1628,2810,3951,1658,1656,717
3494,3186,494,253,889,2723,3285,3201,2384,754,2383,3465,1465,1855,442,3652,1968,645,61,3000,2266,2267,1340,3642,2638,437,3795,2325,1989,2802,1818,3861,1885,1888,1188,2618,3148,2835,2399,246,4489,2265,4510,583,3693,28,3797,4450,845,1620,2448,4416,3582,2354,3760,2836,2916,2322,2218,3388,97,1514,3423,3482,2232,3364,394,2650,1211,1993,1874,4322,4243,783,218,3956,3673,2089,4147,862,977,4516,1955,2205,3028,3233,3899,610,3119,3801,2849,2189,879,4398,284,617,2518,3047,1969,2110,4000,4419,2989,404,3924,3953,4348,2214,1605,870,1234,837,3619,1473,846,1167,453,4219,287,3657,3392,127,1228,2341,1563,3847,3630,4126,4206,3569,608,501,1036,667,655,2049,2770,2591,3527,3900,2115,3560,2490,482,1484,3742,760,1525,3466,1640,1895,832,3401,1503,3246,3345,4091,3204,2077,4336,3851,2228,1148,1676,1817,677,2568,4414,4013,4232,1256,2765,3679,2973,4172,1917,2827,2475,3937,232,1913,2512,1942,1298,1272,4133,1374,2779,3947,771,2682,858,1856,1178,751,465,891,1337,2356,579,589,3109,458,2169,1365,1541,449,4195,1095,3758,1403,4305,1717,1169,1877,1047,2624,4286,4180,3124,4403,4093,3212,2719,2,3712,3759,2639,4072,3593,1204,3208,1446,3961,4319,491,3687,2737,4391,1037,2979,2815,2250,2320,3659,2763,1773,1890,863,3689,2128,2389,63,3024,2073,1781,1585,2502,2017,4204,198,273,2357,2957,2323,4039,3784,4386,2621,2246,1492,44,973,1322,3497,2983,4218,4183,4194,1159,3807,3441,2554,2402,1734,2423,79,2061,2891,2096,880,4356,327,1788,867,4334,3814,1250,649,4153,2633,3675,4021,3874,1713,1936,3486,4006,176,3811,2911,4177,321,349,99,1283,4264,2615,3662,995,1053,4048,3251,745,2227,949,2427,2289,3446,3310,859,1744,2249,481,225,2134,765,4239,4406,1119,2540,1728,2482,2145,609,2656,1821,3611,4428,1164,4059,763,4005,4251,1581,3058,967,1647,378,190,2022,4084,633,414,2168,4432,987,3242,2812,3914,1406,3215,3828,3080,2775,639,2901,1815,1404,1266,2576,3297,4160,3268,1084,4108,3339,4260,911,2036,4451,313,423,3597,2565,2852,3810,3221,785,1737,1210,2281,1375,469,668,0,1531,3083,2071,302,3244,2547,528,2689,838,1552,133,682,3220,298,2757,1903,1659,3869,1851,1315,2283,1543,1030,3405,3476,1783,605,1519,4186,4452,424,1956,4090,2561,2904,2977,3015,234,3440,3834,3626,4092,178,2272,3646,1160
3940,1270,1157,1181,3579,640,4465,3549,3237,14,1954,184,586,2092,135,4143,3711,1504,653,1986,814,78,4169,887,270,3397,2070,4061,727,3919,1827,3713,3420,90,808,1058,4238,1861,169,1521,3668,2549,4256,1760,3927,398,1041,4253,3165,1680,510,1129,156,3966,990,473,2627,1135,3403,352,1806,1110,936,189,3915,1697,1693,3602,2859,4128,1987,526,3442,1542,3872,369,4170,1809,3674,2146,24,3737,387,2722,542,1507,2523,2925,1329,3886,2456,3087,3658,3605,75,3348,3126,4149,3034,1907,3789,4142,2197,3133,2931,3973,2564,2736,1475,1551,175,3862,1112,3614,871,59,723,1795,104,2083,2774,373,596,2960,1407,1452,4210,2494,1938,2055,4181,2881,1101,2116,552,2104,689,602,477,1246,31,3598,821,619,1943,3168,2041,965,396,1896,341,1751,4,960,4300,365,1897,635,1012,3682,3895,3095,3218,3004,164,2804,733,4402,402,4464,3159,3858,459,1182,2725,892,3832,1083,334,2726,2156,4458,1675,2967,2200,3214,429,1757,1505,4355,3512,478,361,4449,4507,3815,1721,4075,2817,1435,3355,3453,1476,3075,986,2885,1606,2074,4202,1466,64,17,1325,4155,3099,1425,2258,1273,128,1170,1753,2673,548,864,4107,295,2121,2783,2309,4029,2233,366,2051,2416,3922,2068,3523,4114,606,1793,3944,2087,220,3290,787,564,980,1010,4473,9,3278,2567,2897,1088,4101,3705,2653,101,2479,3321,160,2030,2938,3226,3479,2986,722,2601,1495,919,3991,822,447,4422,1722,2261,4363,2519,1672,981,3156,3898,2988,927,2609,2918,2853,3873,331,4500,2731,1413,1467,4140,1117,82,1692,1035,3178,819,2651,2015,2377,1747,450,3232,2450,4004,3939,2335,3357,713,1186,2491,2661,1062,1308,3432,4252,1469,39,2842,1271,623,925,183,2371,4192,2871,1873,563,952,4236,4103,2910,3684,1879,3438,3515,433,1726,1131,513,2728,2194,493,3302,4150,2945,2388,1816,2922,630,954,4353,3304,665,930,3829,3757,1397,406,2782,461,935,88,4466,1535,1081,4235,4302,1929,839,3231,504,2825,157,1440,2577,1307,1600,3169,4085,4435,3660,2950,1517,695,566,4513,2890,1921,15,993,2729,1571,3384,4212,2788,1802,3298,4258,3694,49,4035,4351,2592,856,2613,1202,1539,3322,4102,577,1275,4266,4424,2078,2075,37,1807,1660,3448,2716,4016,2023,1498,2703,4425,4461,2337,3106,3045,105,1716,217,2067,3699,680,556,1951,155,3039,2375,4083,1314,3400,1486,2551,4179,3570,2553
3584,4339,3435,4216,3666,1433,3053,1353,2658,516,4089,245,2895,3603,620,4479,2610,3514,400,177,826,3048,2740,3151,2178,180,3362,3033,3529,2390,2230,1889,3335,269,1774,1243,535,2239,2465,4162,1019,4203,4474,3941,2284,618,3767,3019,3131,2463,2007,1997,2140,4380,1579,1748,3585,2024,4469,1876,3338,3488,1021,3650,1015,1100,1537,1572,1105,3567,2773,1574,3517,4134,466,2954,1604,1214,2328,2444,2672,772,731,1132,4357,4154,3733,3489,2622,2508,2149,4224,384,1420,1837,1336,389,3600,1324,1044,1248,399,2182,4065,3645,1141,3300,557,3410,1689,3041,4310,3349,1297,2816,2244,3444,660,2507,910,2926,932,2153,1269,1850,3363,1515,2044,4050,85,2206,1382,247,3530,866,3744,1171,3333,1738,3667,1445,898,2327,2867,3979,1767,2948,3648,351,4337,2432,4309,124,3096,2471,779,1133,444,3806,569,1998,3007,700,3793,1439,805,985,2093,2400,2678,1217,3129,2590,3531,1623,1580,343,2863,1424,3964,4325,2164,4362,3436,62,3526,2242,641,1593,367,1996,322,1372,2534,4307,979,2305,3157,204,3998,3580,1471,736,2759,2936,3027,1344,4227,2304,2059,455,2216,2970,3750,767,3308,370,2531,1661,3532,4274,1209,520,4347,693,3113,3779,1189,4437,4445,3273,4230,2488,154,3069,1326,2681,3250,3469,2684,3062,4081,2955,1022,363,529,1682,2090,1230,2426,3772,70,4008,233,2167,1290,1526,166,368,555,3945,3918,1449,3375,3902,462,543,95,1401,2473,1208,4073,3104,3664,4175,2845,318,4433,4267,1603,3606,348,4404,4493,517,3892,2562,4411,2846,1641,651,2111,1881,1165,3311,2735,4099,1398,524,3227,2358,2746,1011,3247,2877,2630,2224,1177,1472,3445,3903,4196,4220,1232,2217,2912,3884,2455,380,2417,2333,3565,2829,2280,1139,2809,250,595,1577,3010,1960,299,2367,1901,923,4486,1832,3596,1306,1945,2207,2321,4367,2275,439,611,3561,3500,1223,2517,1928,1506,3025,1538,3184,3714,2680,3146,130,3848,3547,4441,509,2961,3094,2293,827,57,1624,3142,210,356,2052,764,1609,941,803,1320,112,2440,4042,2319,1789,1947,2679,1553,2247,4104,2142,946,735,2480,216,2536,2944,561,921,4497,3200,2858,3229,1261,3492,4511,1999,3258,2009,3269,503,1988,3176,2355,460,3429,1667,3353,1240,432,3471,464,657,405,4022,80,2780,1798,3325,499,2511,2235,2120,2535,2917,1847,3006,3809,345,1677,2574,3969,933,802,106,3911,523,3852,1125,3887,1103,1069,3105,4012
2796,1456,1588,1785,1508,4392,756,4431,3508,3189,19,1111,940,3837,812,3628,750,4146,3320,2698,2687,2472,100,1013,1648,1168,3329,664,2635,1079,4018,3337,3076,957,1688,2143,1742,1137,2034,4385,1566,833,2761,1432,945,1919,1595,1499,1388,699,3671,2057,2313,920,257,1704,834,4070,1184,4003,1678,3700,55,3415,4515,1591,147,1255,2298,1087,1739,3835,2794,1627,311,4340,222,1959,4282,2123,705,2184,1400,2433,2292,2401,3008,3328,33,185,1,1150,3644,304,1285,2147,2405,971,3389,1948,4259,4333,277,3282,86,3463,3583,1074,3194,2920,3724,87,3741,2857,3632,440,1532,2131,3971,1317,2991,2872,1059,2943,852,1568,2269,1957,1884,706,2555,4233,1730,2894,3052,1384,4370,4378,3655,1330,3112,638,621,2256,1766,2296,3812,3739,4304,1073,2982,2974,3343,2542,1930,994,1912,4269,411,1051,903,905,3050,1644,1813,3217,1763,1343,541,4116,1939,2306,2136,527,1842,849,1652,2382,1061,2714,1646,3022,2749,585,267,2295,627,206,3149,3060,671,2643,2486,1611,4156,3803,2762,1260,1082,3281,2566,1431,3216,2185,3127,3994,300,50,3271,3698,964,3346,631,3976,2847,3314,525,1316,1363,749,4316,1102,2573,1147,3776,3249,1331,443,3840,2058,1940,2129,4208,1076,4014,2213,3681,652,2756,604,3197,3696,757,1049,1334,1143,2082,3145,4086,841,4244,3864,3677,591,3853,1113,1911,1318,3038,2340,2764,4369,1750,2016,3558,2771,3382,1714,4509,3965,2588,1455,4345,538,4349,3876,3625,1359,490,1790,4439,1045,144,2345,200,2270,1782,1264,1468,3477,976,1819,4209,678,2369,486,3620,2201,4019,4495,173,1946,29,3857,445,3130,102,4100,1028,4512,545,3524,2091,3223,2880,3267,3257,2294,1513,1858,148,194,2172,3665,3427,4120,141,2705,873,181,582,953,1457,65,3890,2285,2861,1038,508,3042,1225,1617,2899,531,659,312,737,1932,1799,1144,280,1345,1915,3819,2752,3238,4255,530,1258,3743,3093,1614,3813,3798,2733,2869,2545,3101,1533,1311,419,2952,3967,1878,2198,4262,2347,3844,1690,830,2398,4034,3043,4053,2392,3020,997,1108,1634,1029,634,3970,205,202,3728,3418,2106,1295,4313,2257,1972,820,479,704,497,4291,2980,2334,4164,4342,951,2010,162,4168,1438,948,2498,4409,3690,1522,4038,3175,3120,1586,4225,1122,1962,1199,1707,1759,2951,2583,1618,3610,916,1364,2062,3731,2419,1027,1852,2487,1723,1865,2851,3473,224,3430,3905,3454
